,incident_number,address,incident_type,datetime,latitude,longitude,color,icon,marker_text,neighborhood
339,F220107716,555 Aloha St,Aid Response,2022-09-05 13:24:00,47.627154,-122.346109,red,ambulance,<p>Incident: F220107716</p><p>Date: 2022-09-05</p><p>Time: 13:24:00</p><p>Type: Aid Response</p>,Bitter Lake
340,F220107717,9013 16th Ave Sw,Nurseline/AMR,2022-09-05 13:28:00,47.522749,-122.355105,green,user-md,<p>Incident: F220107717</p><p>Date: 2022-09-05</p><p>Time: 13:28:00</p><p>Type: Nurseline/AMR</p>,Lower Queen Anne
341,F220107718,1617 Boylston Ave,Auto Fire Alarm,2022-09-05 13:29:00,47.615416,-122.323419,orange,fire,<p>Incident: F220107718</p><p>Date: 2022-09-05</p><p>Time: 13:29:00</p><p>Type: Auto Fire Alarm</p>,South Delridge
342,F220107719,800 Occidental Ave S,Aid Response,2022-09-05 13:31:00,47.595692,-122.333273,red,ambulance,<p>Incident: F220107719</p><p>Date: 2022-09-05</p><p>Time: 13:31:00</p><p>Type: Aid Response</p>,Broadway
343,F220107721,601 S Washington St,Auto Fire Alarm,2022-09-05 13:33:00,47.600871,-122.326327,orange,fire,<p>Incident: F220107721</p><p>Date: 2022-09-05</p><p>Time: 13:33:00</p><p>Type: Auto Fire Alarm</p>,Pioneer Square
344,F220107722,1250 1st Ave S,EVENT - Special Event,2022-09-05 13:35:00,47.592049,-122.334195,purple,asterisk,<p>Incident: F220107722</p><p>Date: 2022-09-05</p><p>Time: 13:35:00</p><p>Type: EVENT - Special Event</p>,International District
345,F220107724,4130 ROOSEVELT WAY NE,Medic Response,2022-09-05 13:43:00,47.657074,-122.317814,red,ambulance,<p>Incident: F220107724</p><p>Date: 2022-09-05</p><p>Time: 13:43:00</p><p>Type: Medic Response</p>,Industrial District
346,F220107746,7400 Sand Point Way Ne,Water Rescue Response,2022-09-05 14:20:00,47.682124,-122.263668,purple,asterisk,<p>Incident: F220107746</p><p>Date: 2022-09-05</p><p>Time: 14:20:00</p><p>Type: Water Rescue Response</p>,University District
347,F220107747,300 Ne Northgate Way,Medic Response,2022-09-05 14:23:00,47.708611,-122.325955,red,ambulance,<p>Incident: F220107747</p><p>Date: 2022-09-05</p><p>Time: 14:23:00</p><p>Type: Medic Response</p>,Sand Point
348,F220107749,Eastlake Ave E / Fuhrman Ave E,Aid Response,2022-09-05 14:31:00,47.651578,-122.321275,red,ambulance,<p>Incident: F220107749</p><p>Date: 2022-09-05</p><p>Time: 14:31:00</p><p>Type: Aid Response</p>,Maple Leaf
349,F220107750,14396 30th Ave Ne,Auto Fire Alarm,2022-09-05 14:34:00,47.732881,-122.296531,orange,fire,<p>Incident: F220107750</p><p>Date: 2022-09-05</p><p>Time: 14:34:00</p><p>Type: Auto Fire Alarm</p>,Portage Bay
350,F220107751,6727 16th Ave Sw,1RED 1 Unit,2022-09-05 14:40:00,47.542605,-122.354926,purple,asterisk,<p>Incident: F220107751</p><p>Date: 2022-09-05</p><p>Time: 14:40:00</p><p>Type: 1RED 1 Unit</p>,Olympic Hills
351,F220107753,1080 W Ewing Pl,Aid Response,2022-09-05 14:41:00,47.655521,-122.371503,red,ambulance,<p>Incident: F220107753</p><p>Date: 2022-09-05</p><p>Time: 14:41:00</p><p>Type: Aid Response</p>,Riverview
352,F220107754,860 Terry Ave N,Aid Response,2022-09-05 14:42:00,47.626074,-122.337119,red,ambulance,<p>Incident: F220107754</p><p>Date: 2022-09-05</p><p>Time: 14:42:00</p><p>Type: Aid Response</p>,North Queen Anne
353,F220107755,1011 E Madison St,Auto Fire Alarm,2022-09-05 14:50:00,47.611811,-122.319221,orange,fire,<p>Incident: F220107755</p><p>Date: 2022-09-05</p><p>Time: 14:50:00</p><p>Type: Auto Fire Alarm</p>,South Lake Union
354,F220107756,9200 Rainier Ave S,Aid Response,2022-09-05 14:51:00,47.520554,-122.26999,red,ambulance,<p>Incident: F220107756</p><p>Date: 2022-09-05</p><p>Time: 14:51:00</p><p>Type: Aid Response</p>,First Hill
355,F220107758,3283 Conkling Pl W,Natural Gas Odor,2022-09-05 14:54:00,47.650225,-122.369666,green,warning,<p>Incident: F220107758</p><p>Date: 2022-09-05</p><p>Time: 14:54:00</p><p>Type: Natural Gas Odor</p>,Dunlap
356,F220107760,1333 Stewart St,Brush Fire,2022-09-05 14:57:00,47.618985,-122.330079,purple,asterisk,<p>Incident: F220107760</p><p>Date: 2022-09-05</p><p>Time: 14:57:00</p><p>Type: Brush Fire</p>,North Queen Anne
357,F220107761,Rainier Ave S / S Henderson St,Low Acuity Response,2022-09-05 15:00:00,47.523307,-122.269986,purple,asterisk,<p>Incident: F220107761</p><p>Date: 2022-09-05</p><p>Time: 15:00:00</p><p>Type: Low Acuity Response</p>,South Lake Union
358,F220107762,11248 Crestwood Dr S,Medic Response,2022-09-05 15:00:00,47.502536,-122.244372,red,ambulance,<p>Incident: F220107762</p><p>Date: 2022-09-05</p><p>Time: 15:00:00</p><p>Type: Medic Response</p>,Dunlap
359,F220107764,2nd Ave / Union St,Aid Response,2022-09-05 15:04:00,47.608292,-122.337995,red,ambulance,<p>Incident: F220107764</p><p>Date: 2022-09-05</p><p>Time: 15:04:00</p><p>Type: Aid Response</p>,Rainier View
360,F220107765,2870 S Hanford St,Medic Response,2022-09-05 15:05:00,47.574853,-122.295888,red,ambulance,<p>Incident: F220107765</p><p>Date: 2022-09-05</p><p>Time: 15:05:00</p><p>Type: Medic Response</p>,Central Business District
361,F220107767,1407 2nd Ave W,Aid Response,2022-09-05 15:07:00,47.631378,-122.359203,red,ambulance,<p>Incident: F220107767</p><p>Date: 2022-09-05</p><p>Time: 15:07:00</p><p>Type: Aid Response</p>,Columbia City
362,F220107768,5433 Leary Ave Nw,Nurseline/AMR,2022-09-05 15:09:00,47.667504,-122.38311,green,user-md,<p>Incident: F220107768</p><p>Date: 2022-09-05</p><p>Time: 15:09:00</p><p>Type: Nurseline/AMR</p>,Lower Queen Anne
363,F220107769,307 Queen Anne Ave N,Alarm Bell,2022-09-05 15:09:00,47.621012,-122.356738,purple,asterisk,<p>Incident: F220107769</p><p>Date: 2022-09-05</p><p>Time: 15:09:00</p><p>Type: Alarm Bell</p>,Adams
364,F220107770,1200 University St,Aid Response,2022-09-05 15:14:00,47.611943,-122.325987,red,ambulance,<p>Incident: F220107770</p><p>Date: 2022-09-05</p><p>Time: 15:14:00</p><p>Type: Aid Response</p>,Lower Queen Anne
365,F220107771,7400 Sand Point Way Ne,Fuel Spill,2022-09-05 15:22:00,47.682124,-122.263668,purple,asterisk,<p>Incident: F220107771</p><p>Date: 2022-09-05</p><p>Time: 15:22:00</p><p>Type: Fuel Spill</p>,First Hill
366,F220107773,711 N 127th St,Aid Response,2022-09-05 15:29:00,47.721404,-122.349828,red,ambulance,<p>Incident: F220107773</p><p>Date: 2022-09-05</p><p>Time: 15:29:00</p><p>Type: Aid Response</p>,Sand Point
367,F220107774,10200 1st Ave Ne,Aid Response,2022-09-05 15:41:00,47.702577,-122.328518,red,ambulance,<p>Incident: F220107774</p><p>Date: 2022-09-05</p><p>Time: 15:41:00</p><p>Type: Aid Response</p>,Bitter Lake
368,F220107775,1533 Western Ave,Aid Response,2022-09-05 15:41:00,47.608682,-122.341421,red,ambulance,<p>Incident: F220107775</p><p>Date: 2022-09-05</p><p>Time: 15:41:00</p><p>Type: Aid Response</p>,Maple Leaf
369,F220107776,15th Ave E / E Prospect St,Aid Response,2022-09-05 15:41:00,47.628403,-122.312548,red,ambulance,<p>Incident: F220107776</p><p>Date: 2022-09-05</p><p>Time: 15:41:00</p><p>Type: Aid Response</p>,Pike-Market
370,F220107777,106 Pike St,Aid Response,2022-09-05 15:49:00,47.608849,-122.339945,red,ambulance,<p>Incident: F220107777</p><p>Date: 2022-09-05</p><p>Time: 15:49:00</p><p>Type: Aid Response</p>,Stevens
371,F220107788,111 17th Ave,Medic Response,2022-09-05 16:22:00,47.601889,-122.310248,red,ambulance,<p>Incident: F220107788</p><p>Date: 2022-09-05</p><p>Time: 16:22:00</p><p>Type: Medic Response</p>,Pike-Market
372,F220107789,332 N 137th St,Aid Response,2022-09-05 16:23:00,47.728728,-122.355019,red,ambulance,<p>Incident: F220107789</p><p>Date: 2022-09-05</p><p>Time: 16:23:00</p><p>Type: Aid Response</p>,Minor
373,F220107790,2301 2nd Ave,Illegal Burn,2022-09-05 16:23:00,47.61404,-122.345653,orange,fire-extinguisher,<p>Incident: F220107790</p><p>Date: 2022-09-05</p><p>Time: 16:23:00</p><p>Type: Illegal Burn</p>,Bitter Lake
374,F220107791,1735 Dexter Ave N,Auto Fire Alarm,2022-09-05 16:26:00,47.634319,-122.342285,orange,fire,<p>Incident: F220107791</p><p>Date: 2022-09-05</p><p>Time: 16:26:00</p><p>Type: Auto Fire Alarm</p>,Belltown
375,F220107793,909 Boren Ave,Low Acuity Response,2022-09-05 16:30:00,47.608682,-122.32454,purple,asterisk,<p>Incident: F220107793</p><p>Date: 2022-09-05</p><p>Time: 16:30:00</p><p>Type: Low Acuity Response</p>,Westlake
376,F220107795,4420 36th Ave S,Medic Response,2022-09-05 16:32:00,47.563846,-122.28696,red,ambulance,<p>Incident: F220107795</p><p>Date: 2022-09-05</p><p>Time: 16:32:00</p><p>Type: Medic Response</p>,First Hill
377,F220107796,303 S Jackson St,Aid Response,2022-09-05 16:33:00,47.599199,-122.330251,red,ambulance,<p>Incident: F220107796</p><p>Date: 2022-09-05</p><p>Time: 16:33:00</p><p>Type: Aid Response</p>,Columbia City
378,F220107799,7555 24th Ave Sw,Nurseline/AMR,2022-09-05 16:39:00,47.535012,-122.36317,green,user-md,<p>Incident: F220107799</p><p>Date: 2022-09-05</p><p>Time: 16:39:00</p><p>Type: Nurseline/AMR</p>,Pioneer Square
379,F220107800,301 Pine St,Rescue Elevator,2022-09-05 16:41:00,47.610748,-122.338691,green,building,<p>Incident: F220107800</p><p>Date: 2022-09-05</p><p>Time: 16:41:00</p><p>Type: Rescue Elevator</p>,High Point
380,F220107801,4th Ave / Pine St,Aid Response,2022-09-05 16:44:00,47.611207,-122.337592,red,ambulance,<p>Incident: F220107801</p><p>Date: 2022-09-05</p><p>Time: 16:44:00</p><p>Type: Aid Response</p>,Central Business District
381,F220107802,5444 Delridge Way Sw,Auto Fire Alarm,2022-09-05 16:45:00,47.553321,-122.362969,orange,fire,<p>Incident: F220107802</p><p>Date: 2022-09-05</p><p>Time: 16:45:00</p><p>Type: Auto Fire Alarm</p>,Central Business District
382,F220107803,7201 East Green Lake Dr N,Aid Response,2022-09-05 16:47:00,47.680293,-122.325826,red,ambulance,<p>Incident: F220107803</p><p>Date: 2022-09-05</p><p>Time: 16:47:00</p><p>Type: Aid Response</p>,Riverview
383,F220107805,3015 NW 54TH ST,Triaged Incident,2022-09-05 16:57:00,47.667821,-122.396176,red,plus-square,<p>Incident: F220107805</p><p>Date: 2022-09-05</p><p>Time: 16:57:00</p><p>Type: Triaged Incident</p>,Green Lake
384,F220107807,3015 Nw 54th St,Aid Response,2022-09-05 16:58:00,47.667821,-122.396176,red,ambulance,<p>Incident: F220107807</p><p>Date: 2022-09-05</p><p>Time: 16:58:00</p><p>Type: Aid Response</p>,Adams
385,F220107808,11224 35th Ave Sw,Aid Response,2022-09-05 17:01:00,47.502634,-122.376135,red,ambulance,<p>Incident: F220107808</p><p>Date: 2022-09-05</p><p>Time: 17:01:00</p><p>Type: Aid Response</p>,Adams
386,F220107809,223 Yesler Way,Aid Response,2022-09-05 17:05:00,47.601718,-122.331581,red,ambulance,<p>Incident: F220107809</p><p>Date: 2022-09-05</p><p>Time: 17:05:00</p><p>Type: Aid Response</p>,Arbor Heights
387,F220107810,3rd Ave Nw / Nw 45th St,Aid Response,2022-09-05 17:05:00,47.661469,-122.36079,red,ambulance,<p>Incident: F220107810</p><p>Date: 2022-09-05</p><p>Time: 17:05:00</p><p>Type: Aid Response</p>,Pioneer Square
388,F220107811,4th Ave / University St,Aid Response,2022-09-05 17:10:00,47.608228,-122.334866,red,ambulance,<p>Incident: F220107811</p><p>Date: 2022-09-05</p><p>Time: 17:10:00</p><p>Type: Aid Response</p>,Fremont
389,F220107813,42nd Ave Sw / Sw Alaska St,Aid Response,2022-09-05 17:11:00,47.561101,-122.385457,red,ambulance,<p>Incident: F220107813</p><p>Date: 2022-09-05</p><p>Time: 17:11:00</p><p>Type: Aid Response</p>,Central Business District
390,F220107814,2300 Elliott Ave,Aid Response,2022-09-05 17:12:00,47.612046,-122.348232,red,ambulance,<p>Incident: F220107814</p><p>Date: 2022-09-05</p><p>Time: 17:12:00</p><p>Type: Aid Response</p>,Genesee
391,F220107816,8th Ave / Lenora St,Aid Response,2022-09-05 17:16:00,47.61649,-122.337894,red,ambulance,<p>Incident: F220107816</p><p>Date: 2022-09-05</p><p>Time: 17:16:00</p><p>Type: Aid Response</p>,Belltown
392,F220107817,Warren Ave N / Mercer St,Medic Response- Overdose,2022-09-05 17:36:00,47.624576,-122.354098,purple,asterisk,<p>Incident: F220107817</p><p>Date: 2022-09-05</p><p>Time: 17:36:00</p><p>Type: Medic Response- Overdose</p>,Belltown
393,F220107818,11273 59th Ave S,Nurseline/AMR,2022-09-05 17:41:00,47.499814,-122.259557,green,user-md,<p>Incident: F220107818</p><p>Date: 2022-09-05</p><p>Time: 17:41:00</p><p>Type: Nurseline/AMR</p>,Lower Queen Anne
394,F220107819,11050 8th Ave Ne,Aid Response,2022-09-05 17:45:00,47.708936,-122.320569,red,ambulance,<p>Incident: F220107819</p><p>Date: 2022-09-05</p><p>Time: 17:45:00</p><p>Type: Aid Response</p>,Rainier View
395,F220107820,501 Rainier Ave S,AFA4 - Auto Alarm 2 + 1 + 1,2022-09-05 17:44:00,47.598322,-122.3134,purple,asterisk,<p>Incident: F220107820</p><p>Date: 2022-09-05</p><p>Time: 17:44:00</p><p>Type: AFA4 - Auto Alarm 2 + 1 + 1</p>,Pinehurst
396,F220107826,5012 S Fletcher St,Medic Response,2022-09-05 18:18:00,47.519046,-122.271024,red,ambulance,<p>Incident: F220107826</p><p>Date: 2022-09-05</p><p>Time: 18:18:00</p><p>Type: Medic Response</p>,International District
397,F220107827,9861 Arrowsmith Ave S,Medic Response- 7 per Rule,2022-09-05 18:20:00,47.513247,-122.252161,purple,asterisk,<p>Incident: F220107827</p><p>Date: 2022-09-05</p><p>Time: 18:20:00</p><p>Type: Medic Response- 7 per Rule</p>,Dunlap
398,F220107828,913 S Jackson St,1RED 1 Unit,2022-09-05 18:25:00,47.59919,-122.320841,purple,asterisk,<p>Incident: F220107828</p><p>Date: 2022-09-05</p><p>Time: 18:25:00</p><p>Type: 1RED 1 Unit</p>,Rainier Beach
399,F220107829,910 Lenora St,Triaged Incident,2022-09-05 18:26:00,47.617222,-122.336948,red,plus-square,<p>Incident: F220107829</p><p>Date: 2022-09-05</p><p>Time: 18:26:00</p><p>Type: Triaged Incident</p>,Yesler Terrace
400,F220107830,6522 48th Ave S,Aid Response,2022-09-05 18:32:00,47.544072,-122.272636,red,ambulance,<p>Incident: F220107830</p><p>Date: 2022-09-05</p><p>Time: 18:32:00</p><p>Type: Aid Response</p>,Belltown
401,F220107831,2870 S Hanford St,Activated CO Detector,2022-09-05 18:33:00,47.574853,-122.295888,green,warning,<p>Incident: F220107831</p><p>Date: 2022-09-05</p><p>Time: 18:33:00</p><p>Type: Activated CO Detector</p>,Brighton
402,F220107832,5948 23rd Ave S,Medic Response,2022-09-05 18:33:00,47.549273,-122.304298,red,ambulance,<p>Incident: F220107832</p><p>Date: 2022-09-05</p><p>Time: 18:33:00</p><p>Type: Medic Response</p>,Columbia City
403,F220107833,6339 34th Ave Sw,Auto Fire Alarm,2022-09-05 18:36:00,47.546219,-122.375056,orange,fire,<p>Incident: F220107833</p><p>Date: 2022-09-05</p><p>Time: 18:36:00</p><p>Type: Auto Fire Alarm</p>,Mid-Beacon Hill
404,F220107834,1420 5th Ave,Low Acuity Response,2022-09-05 18:37:00,47.609878,-122.334842,purple,asterisk,<p>Incident: F220107834</p><p>Date: 2022-09-05</p><p>Time: 18:37:00</p><p>Type: Low Acuity Response</p>,High Point
405,F220107835,147 N 132nd St,Aid Response,2022-09-05 18:47:00,47.725059,-122.357384,red,ambulance,<p>Incident: F220107835</p><p>Date: 2022-09-05</p><p>Time: 18:47:00</p><p>Type: Aid Response</p>,Central Business District
406,F220107836,9850 California Ave Sw,Medic Response,2022-09-05 18:47:00,47.515165,-122.387474,red,ambulance,<p>Incident: F220107836</p><p>Date: 2022-09-05</p><p>Time: 18:47:00</p><p>Type: Medic Response</p>,Broadview
407,F220107837,5012 S Fletcher St,Aid Response,2022-09-05 18:52:00,47.519046,-122.271024,red,ambulance,<p>Incident: F220107837</p><p>Date: 2022-09-05</p><p>Time: 18:52:00</p><p>Type: Aid Response</p>,Arbor Heights
408,F220107838,800 Occidental Ave S,Aid Response,2022-09-05 18:54:00,47.595692,-122.333273,red,ambulance,<p>Incident: F220107838</p><p>Date: 2022-09-05</p><p>Time: 18:54:00</p><p>Type: Aid Response</p>,Dunlap
409,F220107840,Spring St / Terry Ave,Bark Fire,2022-09-05 19:09:00,47.609587,-122.326902,purple,asterisk,<p>Incident: F220107840</p><p>Date: 2022-09-05</p><p>Time: 19:09:00</p><p>Type: Bark Fire</p>,Pioneer Square
410,F220107841,NB I5 FR MICHIGAN,Encampment Fire,2022-09-05 19:10:00,47.548793,-122.315055,purple,asterisk,<p>Incident: F220107841</p><p>Date: 2022-09-05</p><p>Time: 19:10:00</p><p>Type: Encampment Fire</p>,First Hill
411,F220107842,Delridge Way Sw / Sw Graham St,Aid Response,2022-09-05 19:20:00,47.546668,-122.362896,red,ambulance,<p>Incident: F220107842</p><p>Date: 2022-09-05</p><p>Time: 19:20:00</p><p>Type: Aid Response</p>,Mid-Beacon Hill
412,F220107843,M L KING JR WAY S / S ORCAS ST,MVI - Motor Vehicle Incident,2022-09-05 19:26:00,47.55123,-122.288096,green,car,<p>Incident: F220107843</p><p>Date: 2022-09-05</p><p>Time: 19:26:00</p><p>Type: MVI - Motor Vehicle Incident</p>,Riverview
413,F220107845,2200 E Madison St,Aid Response,2022-09-05 19:30:00,47.61842,-122.30365,red,ambulance,<p>Incident: F220107845</p><p>Date: 2022-09-05</p><p>Time: 19:30:00</p><p>Type: Aid Response</p>,Mid-Beacon Hill
414,F220107846,5240 University Way Ne,Auto Fire Alarm,2022-09-05 19:31:00,47.666712,-122.313047,orange,fire,<p>Incident: F220107846</p><p>Date: 2022-09-05</p><p>Time: 19:31:00</p><p>Type: Auto Fire Alarm</p>,Stevens
415,F220107847,1600 2nd Ave,Auto Fire Alarm,2022-09-05 19:32:00,47.610278,-122.339812,orange,fire,<p>Incident: F220107847</p><p>Date: 2022-09-05</p><p>Time: 19:32:00</p><p>Type: Auto Fire Alarm</p>,University District
416,F220107848,10051 14th Ave Nw,Aid Response,2022-09-05 19:33:00,47.701842,-122.37409,red,ambulance,<p>Incident: F220107848</p><p>Date: 2022-09-05</p><p>Time: 19:33:00</p><p>Type: Aid Response</p>,Central Business District
417,F220107849,110 10th Ave S,Auto Fire Alarm,2022-09-05 19:35:00,47.601612,-122.319581,orange,fire,<p>Incident: F220107849</p><p>Date: 2022-09-05</p><p>Time: 19:35:00</p><p>Type: Auto Fire Alarm</p>,Crown Hill
418,F220107850,7th Ave Ne / Ne 43rd St,1RED 1 Unit,2022-09-05 19:38:00,47.659463,-122.320837,purple,asterisk,<p>Incident: F220107850</p><p>Date: 2022-09-05</p><p>Time: 19:38:00</p><p>Type: 1RED 1 Unit</p>,Yesler Terrace
419,F220107851,747 N 135th St,Aid Response,2022-09-05 19:43:00,47.726803,-122.347793,red,ambulance,<p>Incident: F220107851</p><p>Date: 2022-09-05</p><p>Time: 19:43:00</p><p>Type: Aid Response</p>,University District
420,F220107853,2033 2nd Ave,Aid Response,2022-09-05 19:46:00,47.611984,-122.342177,red,ambulance,<p>Incident: F220107853</p><p>Date: 2022-09-05</p><p>Time: 19:46:00</p><p>Type: Aid Response</p>,Bitter Lake
421,F220107856,7304 Greenwood Ave N,Aid Response,2022-09-05 19:52:00,47.681828,-122.355304,red,ambulance,<p>Incident: F220107856</p><p>Date: 2022-09-05</p><p>Time: 19:52:00</p><p>Type: Aid Response</p>,Pike-Market
422,F220107858,1420 Western Ave,Medic Response,2022-09-05 20:00:00,47.607557,-122.340392,red,ambulance,<p>Incident: F220107858</p><p>Date: 2022-09-05</p><p>Time: 20:00:00</p><p>Type: Medic Response</p>,Phinney Ridge
423,F220107859,4557 34th Ave W,Aid Response,2022-09-05 20:10:00,47.663096,-122.401723,red,ambulance,<p>Incident: F220107859</p><p>Date: 2022-09-05</p><p>Time: 20:10:00</p><p>Type: Aid Response</p>,Pike-Market
424,F220107860,1911 22nd Ave S,Low Acuity Response,2022-09-05 20:17:00,47.586234,-122.304237,purple,asterisk,<p>Incident: F220107860</p><p>Date: 2022-09-05</p><p>Time: 20:17:00</p><p>Type: Low Acuity Response</p>,Lawton Park
425,F220107861,4606 25th Ave Ne,Aid Response,2022-09-05 20:22:00,47.662276,-122.300907,red,ambulance,<p>Incident: F220107861</p><p>Date: 2022-09-05</p><p>Time: 20:22:00</p><p>Type: Aid Response</p>,North Beacon Hill
426,F220107865,979 8TH AVE,Hang-Up- Aid,2022-09-05 20:35:00,47.607799,-122.328338,purple,asterisk,<p>Incident: F220107865</p><p>Date: 2022-09-05</p><p>Time: 20:35:00</p><p>Type: Hang-Up- Aid</p>,University District
427,F220107868,6940 M L King Jr Way S,Aid Response,2022-09-05 20:40:00,47.540318,-122.282693,red,ambulance,<p>Incident: F220107868</p><p>Date: 2022-09-05</p><p>Time: 20:40:00</p><p>Type: Aid Response</p>,First Hill
428,F220107869,23rd Ave S / S Judkins St,Brush Fire,2022-09-05 20:39:00,47.591893,-122.3025,purple,asterisk,<p>Incident: F220107869</p><p>Date: 2022-09-05</p><p>Time: 20:39:00</p><p>Type: Brush Fire</p>,Brighton
429,F220107870,14115 Aurora Ave N,Auto Fire Alarm,2022-09-05 20:46:00,47.731129,-122.345064,orange,fire,<p>Incident: F220107870</p><p>Date: 2022-09-05</p><p>Time: 20:46:00</p><p>Type: Auto Fire Alarm</p>,Atlantic
430,F220107871,9100 Aurora Ave N,Medic Response- 7 per Rule,2022-09-05 20:56:00,47.69491,-122.344574,purple,asterisk,<p>Incident: F220107871</p><p>Date: 2022-09-05</p><p>Time: 20:56:00</p><p>Type: Medic Response- 7 per Rule</p>,Bitter Lake
431,F220107873,12033 12th Ave Nw,Automatic Fire Alarm Resd,2022-09-05 20:59:00,47.716271,-122.371618,red,fire,<p>Incident: F220107873</p><p>Date: 2022-09-05</p><p>Time: 20:59:00</p><p>Type: Automatic Fire Alarm Resd</p>,Greenwood
432,F220107872,1209 Westlake Ave N,Aid Response,2022-09-05 21:00:00,47.62978,-122.341006,red,ambulance,<p>Incident: F220107872</p><p>Date: 2022-09-05</p><p>Time: 21:00:00</p><p>Type: Aid Response</p>,Broadview
433,F220107874,4423 S Willow St,Aid Response,2022-09-05 21:02:00,47.540673,-122.277702,red,ambulance,<p>Incident: F220107874</p><p>Date: 2022-09-05</p><p>Time: 21:02:00</p><p>Type: Aid Response</p>,Westlake
434,F220107875,3636 Stone Way N,Aid Response,2022-09-05 21:03:00,47.650918,-122.34266,red,ambulance,<p>Incident: F220107875</p><p>Date: 2022-09-05</p><p>Time: 21:03:00</p><p>Type: Aid Response</p>,Brighton
435,F220107876,2585 8th Ave W,Alarm Bell,2022-09-05 21:10:00,47.642792,-122.367558,purple,asterisk,<p>Incident: F220107876</p><p>Date: 2022-09-05</p><p>Time: 21:10:00</p><p>Type: Alarm Bell</p>,Fremont
436,F220107877,516 20th Ave E,Aid Response,2022-09-05 21:11:00,47.623393,-122.306007,red,ambulance,<p>Incident: F220107877</p><p>Date: 2022-09-05</p><p>Time: 21:11:00</p><p>Type: Aid Response</p>,North Queen Anne
437,F220107880,9230 2nd Ave Sw,Aid Response,2022-09-05 21:21:00,47.520679,-122.335803,red,ambulance,<p>Incident: F220107880</p><p>Date: 2022-09-05</p><p>Time: 21:21:00</p><p>Type: Aid Response</p>,Stevens
438,F220107882,1766 Nw 61st St,Aid Response,2022-09-05 21:26:00,47.673093,-122.37959,red,ambulance,<p>Incident: F220107882</p><p>Date: 2022-09-05</p><p>Time: 21:26:00</p><p>Type: Aid Response</p>,Highland Park
439,F220107883,1511 Ne 63rd St,Medic Response- 6 per Rule,2022-09-05 21:27:00,47.674766,-122.311802,purple,asterisk,<p>Incident: F220107883</p><p>Date: 2022-09-05</p><p>Time: 21:27:00</p><p>Type: Medic Response- 6 per Rule</p>,Adams
440,F220107884,2519 1st Ave,Aid Response,2022-09-05 21:29:00,47.614798,-122.348918,red,ambulance,<p>Incident: F220107884</p><p>Date: 2022-09-05</p><p>Time: 21:29:00</p><p>Type: Aid Response</p>,Ravenna
441,F220107885,433 Belmont Ave E,Medic Response,2022-09-05 21:30:00,47.622366,-122.324026,red,ambulance,<p>Incident: F220107885</p><p>Date: 2022-09-05</p><p>Time: 21:30:00</p><p>Type: Medic Response</p>,Belltown
442,F220107886,Nb I5 At Albro,MVI - Motor Vehicle Incident,2022-09-05 21:30:00,47.542027,-122.303649,green,car,<p>Incident: F220107886</p><p>Date: 2022-09-05</p><p>Time: 21:30:00</p><p>Type: MVI - Motor Vehicle Incident</p>,Broadway
443,F220107887,51st Ave S / S Fletcher St,MVI - Motor Vehicle Incident,2022-09-05 21:36:00,47.519038,-122.269996,green,car,<p>Incident: F220107887</p><p>Date: 2022-09-05</p><p>Time: 21:36:00</p><p>Type: MVI - Motor Vehicle Incident</p>,South Beacon Hill
444,F220107888,2821 Sw Yancy St,Nurseline/AMR,2022-09-05 21:41:00,47.567614,-122.368361,green,user-md,<p>Incident: F220107888</p><p>Date: 2022-09-05</p><p>Time: 21:41:00</p><p>Type: Nurseline/AMR</p>,Dunlap
445,F220107889,118 S Washington St,Aid Response,2022-09-05 21:42:00,47.600882,-122.333484,red,ambulance,<p>Incident: F220107889</p><p>Date: 2022-09-05</p><p>Time: 21:42:00</p><p>Type: Aid Response</p>,North Delridge
446,F220107897,11501 15th Ave Ne,Aid Response,2022-09-05 22:11:00,47.712167,-122.312433,red,ambulance,<p>Incident: F220107897</p><p>Date: 2022-09-05</p><p>Time: 22:11:00</p><p>Type: Aid Response</p>,Pioneer Square
447,F220107898,3642 33rd Ave S,Rescue Elevator,2022-09-05 22:14:00,47.571233,-122.291003,green,building,<p>Incident: F220107898</p><p>Date: 2022-09-05</p><p>Time: 22:14:00</p><p>Type: Rescue Elevator</p>,Victory Heights
448,F220107899,9061 Seward Park Ave S,Aid Response,2022-09-05 22:16:00,47.521679,-122.264284,red,ambulance,<p>Incident: F220107899</p><p>Date: 2022-09-05</p><p>Time: 22:16:00</p><p>Type: Aid Response</p>,Mount Baker
449,F220107900,12745 30th Ave Ne,Aid Response,2022-09-05 22:18:00,47.721359,-122.296339,red,ambulance,<p>Incident: F220107900</p><p>Date: 2022-09-05</p><p>Time: 22:18:00</p><p>Type: Aid Response</p>,Dunlap
450,F220107904,2319 WEST VIEWMONT WAY W,Nurseline/AMR,2022-09-05 22:23:00,47.638791,-122.407526,green,user-md,<p>Incident: F220107904</p><p>Date: 2022-09-05</p><p>Time: 22:23:00</p><p>Type: Nurseline/AMR</p>,Olympic Hills
451,F220107905,516 20th Ave E,Aid Response,2022-09-05 22:25:00,47.623393,-122.306007,red,ambulance,<p>Incident: F220107905</p><p>Date: 2022-09-05</p><p>Time: 22:25:00</p><p>Type: Aid Response</p>,Briarcliff
